Letters,Target
© ° ants! KR © oO 2 [oe] (<2),4
"From: Tompson, Randy To: Roger Mozingo; David Powers; Henry Stokes; Joe Murray; M. Hurst Marshall; Mike Phillips cc BCC. Subject: Initiative/Referendum task force Primary Date: 6/24/1999 5:57:41 PM Last Modified Date: 1999-Jun-24 17:57:42 Last Touched Date: Sent Date: 1999-Jun-24 17:57:41 Received DateDate: 1999-Jun-24 17:57:41 Attachments: I've heard from several of your lobbyists on the idea of a proactive initiative to support reasonable restaurant smoking policies. Since many of you have been on the road, this note will let each of you know what your guys are saying... I'm not reporting details here, just the topline. (When I put a comment in quotation marks, that doesn't mean it's a verbatim comment. I'm just trying to sum up their point of view in a sentence or two.) Arizona Phil McDonald believes there may be an opportunity to include reasonable restaurant smoking language in a bill next year. He is quite certain an initiative would not be a good idea. ""You would need to deliver 200,000 signatures by July of 2000, and the first financial report would come out in January of 2000. When the first financial report hits, the issue will become the tobacco companies’ role in the initiative, and you're radioactive."" Phil is very interested in obtaining some model language or some options he can offer when he faces an unreasonable proposal from the other side. Colorado geze eles RJR00000017071 19457 70049 9574",2
"p22. 1a/ae/ to Chitsen Tribene, pei eoeaee ye i it a Hi S wise move The tobacco ee ‘TIM 347497",9
"v wont Ie Glatz peetaac (te basil, anny rele Skt bathe Reachownr ng Pale Paky wheel ay eavel Cdane Ratha (tren vbernih OUY wee leo comntiments Aringn, te 2010 tn bon, hal he 5 mt ws Len CR hinatalye 3A. Iniaues of mS epfnes aa 02. viz, 197 V /N~ anberg : Industrielle und L zoos wevcnaret Forschung Gmbi jfer 118 D = 5 KSin / DEUTSCHLAND nent HGA/sul soos never susser, den 4, Dezember Lieber Dr. Hackenberg, Anbed der zeitplan flr unser PME Experiment, wie er sich aus unserer Unterredung voriger Woche ergibt. Nochmals die wichtigsten Richtlinien in Kurzforr 1. Zweck des Experimentes ist es im Inhalationsversuch die Promotorwirkung zweier Zigaretten zu vergleichen, die gleiche Nikotin/Kondensatausbeute aber verschiedene Reaktivitét mit freien SH-Gruppen haben. 2. Dies soll durch Priming der Hamster mit DENA und nach- folgender Behandlung mit Rauch erfolgen. 1972 3. Subkutane Injektionen (einmalig) von einer noch zu ermittel- ‘ten Dosis zwischen 2 = 5 mg/kg DENA in Hamster mit Alter Fiye wonate soit Tieivate vor seve S Prozent Lingentunoren “geben_(Sezierlupey 4, Notwendige Vorversuche = welche DENA Dosis notwendig ? = welche Rauchverdiinnung vertriiglich ? 5. Nach frllheren Battelleergebnissen (habe das jetzt nochmals nachgepriift) kann Berauchung die Tumorrate in 30 Wochen auf 30-70 Prozent erhthen (je nach Rauchart). 6. Hauptversuch soll so ablaufen: CG” Hamster 2 1/2 Monate ein= malig subkutan x mg/kg DENA, 2 Wochen unbehandelt dann 28 Wochen Inhalation 1-1 i/2 Stunden pro Tag, Smal pro Woche. Teatrnone (20 oLesegtose",0
"January 23rd, 1961 Me. W, Tom Hoyt ' Tobacco Industry Research Coumittes 150 Rast 42nd Street Wew York 17, N. ¥. Dear Mr. Hoyt: ‘Thank you for your letter of January 19th with which you enclosed sone material on arsenic suitable for mailing to Dr. Ballenger in Chicago, The letter which Dr. Hockett wrote J. Schlink was, of course, not sent. Very truly yours,",0
"me new Yonnen eee ee if you’ve taste for sumptuous tobaccos, oentaL seat tnt definite distinction. MARLBORO Un aera",4
"“Rerenns 99 atowes mt sees wot v9 eae en 9 Sas Peres 07 a) 70 6) Way sIEE IO. hq esesncaca aes) attq pense Rey pemonss SU Te] 6 er em roRR Apnjs esn-sa}UlM ul ‘es quem saijunoD vou gabon Yeh oH Ls pis AE «ara esse BOM JO afey sernaou emetennanes vys bey gph) be POF, Ud Portadinpu® OTN - be",9
"“Fobacco Company LINDA.A CRUMPLER Manager Standard Analytica! Cremistry Division 8180 Quaity Systems April 2, 1998 Winston-Salem, NC-27102 336-741-4251 Fax 336-741-7876 Cherie R. Beno ‘American Association for Laboratory Accreditation 656 Quince Orchard Road, #620 Gaithersburg, MD 20878-1409 Dear Ms. Beno: Please find attached a corrected copy of for our Scope of Accreditation. | would like to request the following two revisions: 1. The area code for Winston-Salem has recently changed from 910 to 336 2. NDIR (Non-Dispersive Infrared) was incorrectly identified as NRIR Sincerely, ' Pe. Oe Crccaates Linda Crumpler Manager, Standard Analytical Chemistry Division/ISO System Manager Tiss toes © Paget “We work for smokers.”",0
Distributio: L.E. Bates G.T. Burger R.A. Davis D.J. Doolittle D. Griffith A.W. Hayes J.R. Hayes S.W. Ingram S.L. Jowdy G. Martin K.T. McManus JH. Reynolds J.H. Robinson B.H. Walsh G. Kyerematen T. Passananti E. Vesell F. Vickers 7965 $8505,0
"Start fresh with Belair. dust the right touch of menthol. Pour out hot coffee anytime with the help of an Insulated Picnic Set by Thermo-Serv. Get one just like theirs for free BW ‘coupons, the valuable extra, on every pack of Belair. To see over 1000 gi for your free Gift Catalog Box 12, Louisville, Ky. 40201, ite POST-KEVES-CARDNER mNC AB No, 02-3-008. B-MG-73-5 8 color (Shepherd aé) 2 S/T 672020801 020801 PRODUCED FROM B&W WEB SITE",4
"tc eet 6 to Secondhand smoke bans based on second-rate science ‘nyone who hasnt been ma- ‘ooned on a desert land for the past $0 years o 10 ‘knows that tonseco sinaking 8 une hesiy, SeeREE TENS DFT sands BY studies have found 3 Shanice ink between smoking sd lung eancer and ether npleas- ant maladies ‘Even before the surgeon general's “ott nae ToP ating. Sok Tew would deny, ubat te Are tena Health Departments anv-teenage smoking carpaiga calls cc ""a rumoreausing,teth- staining. smelly, puking habs” Recent stdies indicate tha the average male smoker iss ich 38 3a times more likely to devetop juny eancer than bis noa-smaing ‘RAY ARCHER Editorial Writer “The Arizona Republic counterpart. The lung cancer ne {or women smokers if abov 10 t0 1, Science tes us 20 Sof smoking ws bad for you, then secondhand smoke rust be bed, to. Afar al, where here> snake, thre’ usualy fire. Besides ihe unpleasant elf oke and the watery eyes, we've been ssare thar envicnmenialtbsceo une or ETS, ab 3 called — 83 Knowe hazard. The US. Enwron- ‘menial Protection Agency s9y8 #9. Te waa # 1993 EPA report oo ETS that pave credence to the theory that pusive smoke is hazardous Toe ¥o- Tumnus document, noted Jacob Sullum in Forbes MedieCrite the year arias released, “may be {he most nflvenoal report eve i sued bythe agency” T led to bans on smoking in most workplaces and puble bulaings cron the country and fo recive ani-unaking ordinances like the ‘one in Mess Wat Baad Tiping up in” Public place, including estarans ‘A town wa Maryland paradonically ‘named Friendship Heights, has gone ‘even further wath a to baa. ‘smoking on sidewalls and sets, ""Americans untradibonally go slong with these unprecedented e- ‘rctons on individual Freedom be- ‘aus the government struret ut that passive smoke is bad and 4 ence backs up the claim. Wall, the fist parts sue. The EPA has spent plenty of funds ad ‘expended lots of effort and ereibil- iy behind the im hat ETS 2 EPA report was based on 30 epi. 9 looked for & ung cancer, Most of the std found 3 pos sve setaton, tat only 31 Stuses found saatealy mpfecant ase Clan, Nine of ie sae. at found that ving witha smoker wa atuccned wih reduced rate of inde ri of sand non of ani siputeance,n fet doubling he (ode and came up wid 11 stiles thal were sac signin. ‘According tote EPA estomate. wna wh at wth smokes Tp nner 2 Ukly vo deretoy ang caneera¢ 4 womea living with 2 sonvanater But by acer sand tris. epdemolott conte 0 SieiSion hreten band’ 3 ‘eat Cries point ou at worwen ‘olive wid smokers tend to have {ree Yana than the po feu rerun fom generally wer ‘onomisccags saossed with trong fae wich could ex plan sine of te aipniconce Tecem saies showing a3 rsh rus for treat eacer ih omen hae ing sero av be ry {i eee eco ae 3 Si Papel ieema is loaded mostly with 71641-0451",9
"SECRET No. 209 By_wew Author: W. W. Barnhardt July 22, 1977 Standards and Quality Control Tor Mr. Re He Cundiff Manager, Tobacco Development Period Covered: Re: MONTHLY REPORT June 23 through Standards and Quality Control July 21, 1977 A.__LEAF PROCESSING AND MOISTURE CONTROL SECTION 1.__Leaf Processing and Storage Division 1, Management and operation of the total Quality Control program in the Leaf Processing and Storage Division was continued on both shifte at the Brook Cove Processing Plant. 2. The processing of Maryland tobaccos at Brook Cove was completed on July 1, 1977. A Quality Control sunmary report for the 1976 crop Maryland tobaccos produced at Brook Cove was submitted on July 18, 1977. This report showed that the strips from the 1976 crop compared to the 1975 crop averaged 3.3 percent less fines passing the 3/8-inch Rotex screen (20.6% ve. 23.9%), 1.1 percent more material retained on the 3/d-inch screen (43.1% ve. 42.0%), 0.6 percent less material passing the 8-mesh screen (0.5% vs. 1.1%), and 0-1 Percent more stems in the product (3.7% vs. 3.6%). The test data also showed that the 1976 crop was stored with 0.9 percent less redried strip moisture (13.1% ve. 14.0%). 3. The Davie County Processing Plant began processing the 1977 crop Georgia Belt tobaccos on July 15, 1977. 4. The Brook Cove Plant processed redried burley tobaccos on July 18 - 19, 1977, Processing of South Carolina Belt tobaccos is expected to begin at Brook Cove on July 22 or 25, 1977. tsa E£2n0S .",0
"Kings: 10mg “tat 01mg i nea. pa SURGEON GENERAL'S WARNING: Smoking 0.2 mg nicotine av By Pregnant Women May Result in Fetal Injury, Premature Birth, And Low Birth Weight. e . New Cambridge Lowest. Only Img tar. Cambridge i? ‘Carlton Nt | & 1 fe Also available | [Zan in 100s, | | 1. L.",4
"PHILIP MORRIS AB. Translation ya Norrlandl, Sweden 29.12.1977 _ Labor Unions Agree: Do not Put _a Ban on Tobacco Advertising Do not put a ban on tobacco advertising! This would just promote our foreign competitors. Above this it is now proved that people do not smoke less when advertising’ ceases to exist. These facts are stated by the four labour uni- ons representing the employers within the STA. In a letter to all members of the Parliament they give their opinion on the “to be or not to be"" of the tobacco advertising in Sweden. This letter is, among others, signed by Lennart Kallstrém, Harnésand, who is’a representative of the Swedish Food Labor Union - the biggest labor union within the STA. A lot of people believe that advertising makes people smoke more and that a prohibition of to- bacco ads willl lower the consumption, it says in the letter. Not _less That is wrong! Italy and Norway have already put a ban on advertising and by studying the de- velopment in these countries we will find only one thing: imported cigarettes take the market from the domestic ones. People donot smoke less at all. We cannot accept laws that only would strike against the Swedish state owned company and by this deprive us of employment chances, state the four different labor unions, which have signed the letter. S8Sszerz0z",9
"). Box 21688, Gre March 28, 1979 Mz. Ronald S$. Goldbrenner Loews/Lorillard : 666 Fifth Avenue : New York, New York 10019 Dear Ron: Enclosed is a draft reply to the complaint letter of Mr. Steepy which you may use in part, in full, or any way you see fit. Sincerely yours, De HIM/1mp Xe: Dr. C. I. Lewis Dr. F. J. Schultz Enclosure (1) OSf£10008",0
» 2 Ss y d 3 Dp & a,4
7 “ o oO i for) o,9
"Chapman, Paul Roberts, Dia Jakob, Stephen; Rahn, Cerolyn; Smith, Stacey; Lail, Steve A. MOONLIGHTING Tob. Co, New Brand Implementation: StartUp July 95 Wednesday, May 17, 1995 1:55PM he Diane, ee Per our meeting last Friday: BOTHAM: FF & LT 98 mm CPB @ 24.40 mm circ., 31 mm Filter / 67.0 mm Tob. Rod Needs 27.0 mm cigt. paper, 70 mm wide tipping special print 1. You wanted lor a ndard ve | still makes this and they said it was not a However, per your spreadsheet, the FF version uses AINSTON SELECT FF blend, and ""AMEL SPECIAL LIGHT blond. WS uses 456 cigarette paper, and CSL uses 454. ‘I do ‘not know how important hitting a specific tar target is on these new brands, but it would really help tf we could inane itty, Steve Lail is looking into delivery times and pricing. ‘connected #8 volume. Assuming 100% efficiency, you willneed 11 bobbins of cigarette paper per 1,000,000 cigarettes, and’& bobbins of upping por 1,000,000 cigarettes. The sooner you can get volume information to either myself or directly to Steve Loail, the sooner he can get pricing and delivery dates. Thao reminder oh aes coe ae te protus This is a reminder of what Stacey Smi i is that Packaging =#eceiving art work, We morni she: Not as yet received any artwork. Moreover, this project was discussed at the Fine Papers Team Mtg. yesterday, and Carolyn Rahn of S&RA has concerns: about black ink comi She mentioned having black logo print on the tipping ha if come in direct contact with a person is another. This will have to be resolved. SHRP #63 mm CPB @ 24.40 mm cic., 21 mm Fier / 82.0 mm Tob. Rod LT 83 mm CPB @ 24.40'mm circ, 27 mm Filter 66.0 mm Tob. Rod Needs 27.0 mm wide cigt. paper, 50 mm wide cork tip. for FF & 62 mm cork tip. for LT. tar target is on these new brands, S ‘and right now we use a 27.0 mm 1001035. tis i vs. 1. Similar to GOTHAM, | do not know how but it would really help ide 404. Voto cigt paper on YS! 2. Dirk said standard cae for these products. There are 2 pre-prefered 60 mm wide full-coverage corks to chose from, or even a nor-perf DORAL cork with a gold band which could be used for the FF. ‘Thera is @ large volume non-perf. 62 mm wide cork-on-white which can be used for the LT. SERNAGEF 83 mm CPB @ 24.40 mm circ., 21 mm Filter (620 mm Tob. Rod LT 83 mm CPB @ 24.40 mm circ., 27 mm Filter/ 66.0 mm Tob. Rod Needs 27.0 mm wide cigt. paper, 60 mm wide cork tip. for FF 8/62)m cork tp, for LT. 1. Similar to GOTHAM, I do not know how important hitting a specific ter tar; new brands, but it would really help if we could psStove Lailjs looking into delivery times and pricing. ""However, delh pricing is. ioctl caeona dpa ‘Assuming 100% efficiency, you will need 11 bobbins of cigarette paper per 1,000. he ‘sooner you can get volume information to either myself or directly to Steve Lail, the sooner he can get pricing and delivery dates. 2. Dirk said standard cork for these products. There are 2 pre-prefered 60 mm wide full-coverage corks to chose from, or even a non-perf DORAL cork with a gold band which could be used for the FF. There is a large volume non-perf. 62 mm wide cork-on-white which can be used for the LT. 6EZT bTETS Page 1",0
"-Ofiginal Mossago- From: Bugg, Joy J. Sent: 14 avtil 2000 21:02 To: Solana, Rick P.; Patskan, George J.; Walk, Roger King, Valerie A. Ce: Cash, Rose B.; Putney, Rebecca M.; Gygax, sil Mawyer, Denise T. Subject: FW: Updated OBT Matrix VEOPTOSSOST Sanders, Edward; Davies, Bruce D.; McAlpin, Loreen;",2
"PRODUCT OPINION LABORATORY ese. sel eee eeel Costes! p-oe-sel PO. Box 26563 Richmond, Viuginia 23261 TELEPHONE TOLL FREE 1-800-334-7931 Dear Panelist: Please smoke enough of the cigarettes to determine how much you like or PLEASE PRINT NAM/ADORESS CORRECTIONS IN THIS SPACE DOES THE CHANGE APPLY Yo ALL raMmty memaeRs © oR Just To vou) WHAT 1S YOUR NEW PHONE NUMBER? (NCLUDE AREA CODE) 1F ADDRESS CHANGED. them. You may not like the cigarettes at all. That is OKAY—and will not affect your continued participation in this study. When the ballot is completely filled out, please retum it to me in the enclosed postage-paid envelope. Sincerely, Camila E, Vesmsons Pamela E. Dawson PANEL COORDINATOR peSTOOPZOe",0
": aoIjo WOO} YOuelg pueg 214 760-6O67 sess: ev lo ing wu don 1 Pea wm He’ pene SESSESSTE Soeueanea fetayeetaee ‘awa rote pie ‘ura 0} DopUaHE AEP 0} Aepreny, Wo Su;pTING $4N0D “AS WAITY aq ap com. WIA or tron mtr es ud wan at ""1 eBs099 ay eppsino sayeNsuomep apem spy>TA JOVIAL, eleare agen BY Pod ci 9% t00 i KeedaOD ON ae Fe cept eA ANAL Set ecog nian Sono vung MEENA ‘eo1seg net pas i . ‘wom Tot “pe oq pr aH oF pexMBROD Jou paIOR omy Oya ay Jo mI ‘ay soppdad 1a duos yyoutooa a0 aq po oo wh sy omndig em aso Poors om Faq wo Ae ea et, oN 7 S95 poe] assem wo geo sate ‘mr é ; 4 aks Has oar rm i -zhop SaeG sak“ WY Spo ot He “Tafican 0 Jo yyy oy Aepsony, ‘nstomope pos aa 2046117932 eae bora wangomsc pemtsnone Td Hae oqo A Possoyjoy syns sks soqesadt pay sapedan ‘howitag FAO YO Wi Susuurede jo Suejd juouapredagy syp9q | ‘peBeueUs ans syuEUay, ere searaL, Pes ogs aga ano Moone semeg 2m w S290 aH; sRORMA 0) any oS BHNREEE SMO Jo Iolw puss, ‘bo Suoupe, of ns Woopst ond 19) Se pOHS a FEE 28g vsxodayaomeTD ee PRL, “apy 5 ae paynnayy ope oF “aoa 239 4 PRO oF ‘aoe vps ope EQ, ""UREN Ling rag BoTANg ps0 (Bap ‘snogimee aay ot apie ERB AaHea sd paotead aygoneer dug Sepa 2m pang aed 2 ao) suamadone je oye poe Sasa apoE So oer s0) eK mo ap sca Aso sages 8930 pu LSI aay oy porte eacos sem eM sarap conse seqouy | rewayoes vay 970m oma SP eq eomte Jo mj ween rueofes« oj Soy nueng sto sosds ton, A100 PR 9408 3, “x penoggiee od apo oa Mara SAS , FT fener aR eeREEY rmtog ,2oHey Sop Eoge 099840} UO AdTTod Jays8n0} sasodosd vorsswUOS seyE aS a V Stewmictainnidimeniad Eee BE EL oats TS hee ss",9
"(Date! Name Addrese address Dear Name: The Occupational Safety and Health Administration (OsHA) is currently considering workplace smoking regulations that, if enacted, would virtually ban smoking at all indoor worksites -- including Philip Morris U.S.A. Under this proposal, employers would only be able to accommodate smokers if they constructed separate smoking rooms with completely separate ventilation systems. Advocates of these new rules are well aware that most employers cannot afford to provide separately ventilated smoking rooms, and that the proposed rules actually constitute a nationwide workplace smoking ban. Even more troubling, OSHA's definition of ""workplace"" is so broad it encompasses almost any indoor location where an employee is present -- including your own home if you employ a plumber to fix your sink. Other ""workplaces"" where smoking would be banned include all restaurants, bars, hotel rooms, private offices and company vehicles. Smoking would not even be allowed in a room rented for a private party or function. Fortunately, there is still an opportunity to amend or even prevent the proposed workplace smoking rules. From now until August 13, OSHA will accept public comment on the workplace smoking ban. To have your comments entered into the official OSEA file on this issue, please follow these three simple steps: 1. Take a few minutes to write a brief letter telling OSHA that designated smoking areas are preferable to the severe restrictions now being considered; 2. Make three copies of your letter (this is to comply with federal law; 3. Put your original letter, along with the three copies inside one envelope and mail to: OSHA Docket Docket No. H-122 4660828202",0
"EPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service y | e J ot Office of the Assistant Secretary for Health Washington DC 20201 JUN 2 S36 Mr, Horace R. Kornegay Chairman ‘The Tobacco Institute 1875 ""I"" Street. NW. Washington, D.C. 20006 Dear Mr. Kornegay: ‘This is in follow-up to our meeting of May 26, during which we outlined the task of negotiai:ing a mutually acceptable health warning for cigarettes. ‘As you are aware, the Public Health Service has long advocated a stronger health warning label. We have examined the Public Health Service responsi- bility to create a warning which would, in our opinion, fully inform consumers of the risks they face in smoking cigarettes. We believe that anything less and the information in the two warnings below would not be adequate to meei: this responsibility. WARNING: ‘the Surgeon General has determined that smoking is dangerous to health and can cause your death from eancer, heart disease, lung disease, or other serious conditions. WARNING: ‘the Surgeon General has determined that smoking is a najor cause of death from cancer, heart disease, lung disease, or other serious conditions. The risk decreases if you quit smoking. I look forward :o discussing this with you. Sincerely yours, Jin Conf Edward N. Brandt, Jr., Assistant Secretary for Health cc: S. Temko, sq. R. Risebery, Esq. J. Luoto, if.D. TIMN 176463",0
"‘Murphy, Virginia 2 tévrier 2000 18: Dempsey, Ruth Hi Ruth This is a worry note. the contents of the presentation and whatever “stylistic” approach will be taken. ''m told the presentation to Ryan is on Friday and am just hoping that you are comfortable with ‘To be honest, 'm not on the task force responsible for these presentations, but | will gladly intrude myself f you are not 100% comfortable, tl also be glad to look at any written materials thal have been prepared.",2
"‘Tae Curistian Scrence Monrror page | ‘Tuesday, December 20, 1994 By Peter Grier 0 resurgent Republicans, the US government ‘under President Clinton has become. a ma- chine for manufacturing red tape. Crties cali that Federal agencies crank out rule after rie, forcing some roofers to seal themselves in moon, sults and paying more attention to the interests of cactus pygmy owls than those of small businesses, ‘To Clinton officials, many’ of these same actions seem like iong-needed maves promoting pablie wel fare and the environment. Energized US agencies are now working on standards for indoor ar quaity, workplace ergonomic safety, and other ives that lay dormant for years under Republican presidents ‘The struggle to control this regulatory apparatus promises t0 be one of the most inzense, yet least: noticed aspects of the coming Republican Congressional ascen- dency. The GOR in fact, is pushing the White House to Freeze all new rules for 100 days an action Clinton officals reject as a dangerous “blunderbuss.” ""We share the view that bur- ensome regulations need to be fut back,” wrote Office of Mare ‘agement and Budget official Sally Katzen in aleter to the GOP “We disagree that a blanket mor fatorium is the best way to pro ceed.” “The strugae forthe regulation “on-off” switch may sound boring compared lo high-stakes news iteme such as tax cuts of the O Simpson trial. But federal regula- tons are the rel day-to-day busi- ness of Washington. Most lobby: Ing, much legislating, and almost all executive branch work re, volves. around proposed new rules or changes in old ones. ‘The Federal Register is the bible of the regulatory set. Each workday’ this thick publiestion prints proposed oF final rules in tiny type on flimsy newsprint. A recent week's worth of Registers reveals the Washingzon the main- ‘stzcam media mostly miss: The Department, of Trans. portation is changing the hours of ‘operation at the S36 drawbridae ‘over the St. Croix River at Sull- ‘water, Minn. The city mayor com plained that traffic was piling up ‘and that the bridge opened 100 often; the new schedule reduces openings during rush hour ture wants to relax regulations governing packing containers for fatrus fruit grown in the Lower Rio Grande Valley in Texas. ‘Among other things, a new fiber board display bin is being added to the list of approved boxes: the new box “works as an in-store advertisement” according to the Register. ‘Hor is proposing to list the Cactus Ferruginous pygmy ow as endan ‘gered In Arizona and threatened in Texas. Such a listing would pro- vide federal protection to the bird's range. Readers of the Reg- Ister learn that “the call of the diurnal owt, heard chiefly near dawn and dusk, is a monotonous series of short notes.” 1995, i erties have thelr way. Speaker Newt Gingrich (R) of Georgia and new Senate Najority Leader Bob Dole (R) of Kansas formally asked President Clinton ‘to stop agencies from issuing rea ulations now, and to continue the ban through the fist 100 days of the next Congress ‘With America” calls for sweeping regulatory reforms. Among other things it calls on Congress to pass laws forcing agencies to run a cost/benefit analysis on all new rules and play closer attention to GOP Hopes To Unspool Government Red Tape Jeltisoning new rules could affect everything from bridges to citrus Fiskeassessment methods ‘W The Department of Agricul executive director Gor agenda forthe frit, 1& The Department of the Inte- bad idea,” he says. ‘groups in Washington. HE pages of the Federal Register will be empty for the opening months of Last week incoming House safety of drinking water, food,” he says. In adlion, the GOP “Contract In most workplaces. ‘Under Clinton regulatory work “has exploded,” says Bruce Gates, of Project Relief, an ad hoc Washington group formed to promote the Federal Register pages are near an alltime high. Growth has, centered on environmental and health and safety regulations, Mr. Gates says. “You'd have trouble picking 100 people in the country ‘who would suggest that taking a 100 day break from rulemaking is Yet a freeze would stop such actions as last week's proposed rule mandating stricter air-safety standards for Boeing 797-series aireraft. Public health and safety is served by continued regulatory activity, say some publle interest ‘New rules aimed at preventing, ‘another outbreak of tainted water ‘such a occurred in. Milwaukee last year would be delayed, says Joo Schwartz of Physicians for Social Responsibility, “The elec tions were not about weakening ‘The real am of Republicans, some lobbyists say, might be 10 Slow the major rules expected in the coming year: an Occupational Safety and Health Administration regulation requiring employers 0 analyze jobs for ergonomic dan- gers, ard a proposed OSHA in- door airqvality standard that ‘would almost totally ban smoking 11718-0377",9
120Z6£ 4802,4
"From: DARNALS To: Caner, Peggy C. ce: BCC: Primary Date: 12/23/1996 9:01:00 AM Last Modified Date: 2001-Nov-20 14:17:01 Last Touched Date: Sent Date: 1996-Dec-23 09:01:00 Received Date: 1996-Dec-23 09:01:00 Subject: - CONFIDENTIAL - Attachments: MAIL SYSTEM ERROR ===== Mail could not read the entire message from the postoffice. Some parts of the message may be missing. Ask the sender to resend the message. RJRO000000508001 943 70020 3163 size veezs",2
Baagonhy Spe las — THEY'LL SPOT US... =“ the Rd Reynolds’ brands thataccountfor nearly ‘one-third of alleigarettes sold,4
"May 13, 1969 Dear Bill: ‘Thank you for your letter of May 2nd and the daily sumaries of the hearings. I certainly apprectate having all this information. Regards. Cordially, George Wetesman Mr, William Kloepfer Vice President - Public Relations Washington, D.C. 20006 seoseo0toz",0
"BOSTON (Reoters) — There is mo established proof that smoking and beart disease are related and thatthe risk ofa beat attack is redoced by quitting smek- + ing. a Harvard University scientist says nan editorial published inthe September Issue ofthe American Beart Journal. ¢ “Dr. Carl Sezer who seived a ais: for research associate at the Harvard ‘School of Public Health for 15 years, coo- eluded inthe article that “IL sreasonable to believe that stop- ping sooking does nol reduce the risk of Coronary heart disease and that there is Doestaflished proof that smoking scan allyrelated” tothisallment ta he Sugion Centals hats Gost » to the Surgeon s - ruitiee on Smoking and Health io 1964 ‘and bas published some 50 articles onthe ‘subject. Said he based his cooclesions og Teceat evidence on smoking and 2 critical analysis ofthe Surgeon Geaer- as 1979 report smoking and bealth snarl bres sade of exsnokers in at they bad a lower coronary fear diese rite than conn smokers are biased and unreliable be: ‘cause they were done improperly, Seltzer said, He said these studies wrongly 2s- sume that ex-smokers are 1. smokers except they no longer smoke. ‘Toe fact is that examoters have bees found to be markedly diferent in many Says, addin to Ger gltng, Seltzer cited a recent stody he com acted that” showed ex-simokers bave always bad a'lower heart disease risk to ‘egia with. This was oot the result of stopping sracking but ofthe ebaracteri- wa beedane AD c aa - Expert challenges link . | fo smoking, heart risk tics of the individuals destined to become exsnckers. ~ Furthermore, be said, a receat large scale study of middle-aged British men ound that the death rates of those who uit didnot improve in relation to those Rookeploosnating le the Surgeon General's 1979 re- port copcluded that smoking is “causally elated"" to coronary heart disease, the text fails to validate the copdusioa, Seltzer said, ‘Toe report emphasized thal atbero- seoess, or the development of fatty le Sas arteries, was the main associated cause of heart disease, Sellzer said, but the tert sated hat “elatvely te i now aboot the mechanisms by which ssnoking eabances atherogenesis"" ‘While there isa statistical associa. tion between smoking and beart disease ig the United States and some Western ‘Buropean countries, Selizr said, no such association has bees found in Finland, the Netherlands, Italy, Greece, Yugoslavia, Sapan,and PuertoRico. Detroit area workers may not get paid DETROIT (AP) — Wayne Count 380 explo: fae he rape o's PS'Tad slate Nunepal Finance Com aiscon decided Monday to delay fora ‘reek consideration of the county re ‘est toborrow $20 mailion. ‘The delay will give the Wayne Coun ty Board of Commissioners time to prepare a pew plan for eliminating the ounty's chrome budget defieit ‘Doo Fichter, th commission's directa, aid “fk W. Sd > Congre WASHINGTON (UPD) — Congress final approval toa $52.8 billion defense: that includes money for the MX missi! ew generation of bombers to repateL <The bil aboat $7 bilion more exper dea Carter tad ase alec: increase for active daty personne Eat onus increases ines Gem th and ew procedures for reired pay © adjestment, First the House, by a vote of 36¢ legislation. Then, eary last night, the: sult 78102. Seas, Wiliam Prozmir (D-Wis) an (Gor) voted i oppo. and Pro i included “budgetary excessa” ‘The bill pow goes to the White Ho signature “Tish is anew sat» fo tb ‘weaponry that science cap devise.” sai Bis (Diss) chaimoan of the At Committee. «Included in the Bilis $1.6 billion for in the new fiscal year starting Oct. 1, ane ‘ew money for civil defense. The’ ma ‘would go toward its multiple protective and the bill urges is completion “with 12 Ney 82a won ator * et, including ? rca aod bebcopter, $84 bilion for od $2.3 bilo for fans aod olberarmo ibe Army and Marines Neary $17 bilien is earmazked f Search development, testing and evaloab ‘The measire would stipulate that percent of new male recs may be Bi Bits and would restrict reeruimeat of t Iowert@s i woud seta toa) active-duty railit celingef approximately? milion. The eh celing for Pentagon oud be S500 Th addon, the Bl would authorize ¢ research and $75 malin in procurement Trustee. chief is nemed A Summit woman bas ‘been picked to chair the. l << SOOeTOSToe",9
"Subject: Here is the plan, Roger 2002-05-13 WSA ternal Commun, Solana, Rick P. Monday, May 13, 2002 8:02 AM Reininghaus, Wolf; Dempsey, Ruth; Sanders, Edward JL Communication Plan - URGENT for 8 AM Meeting z€S069290z",2
"fies anne creo Ee (rom tne tiacon telegraph € Nowe, Wod.) Wov. 28, 2978 OFF 650521367",9
